reviews;;
"""It's not whether you're right or wrong that's important, but how much money you make when you're right and how much money you lose when you're wrong.""
-- George Soros
Random tag following Stockbit Trending Stocks;
[%UnyD%]
[%Rwvz%]
[%UHHH%]
[%ldos%]
[%shDA%]";;
"Ingin mulai trading? #pemulawajibtahu dulu apa itu buyback saham!
Random Tag : [%IhbG%] [%GUbR%] [%FmJi%] [%IUSQ%] [%IXkn%]";;
"[IHSG 20 TAHUN TERAKHIR]
KESEMPATAN BAGI YANG MAU MULAI TRADING
Dalam 20 tahun terakhir, Juli adalah bulan terbaik ke-2 bagi IHSG dengan probabilitas hijau 80%, hanya kalah dari Desember yang probabilitas hijaunya 100%. Semoga kita semua dapat cuan berlimpah di Juli sampai Desember yaa.
[AKSES REKOM TERBAIK DI BIO YA.. 😎 ] 
Analisa kembali, bukan ajakan membeli dan hanya opini disc on
[%pcki%] [%zbNE%] [%bYzV%] [%TEfy%] [%Eiqp%]";;
"⭐️ IHSG REVIEW 30 JUNI ⭐️
IHSG hari ini terlihat menguat di sesi 1 di area 6968.101 sebesar +0.37%. Kemarin setelah tiga hari IHSG melemah berturut-turut, Hari ini IHSG berhasil mantul di supportnya sesuai di gambar.
[ADA YANG MENARIK DI BIO LOH..💎] 
Analisa kembali, bukan ajakan membeli dan hanya opini disc on
[%KqeM%] [%URvK%] [%SXSn%] [%MPdi%] [%GgWK%]";;
"Kalau keuntungan perusahaan tinggi, apakah harus selalu dibagikan sebagai dividen?
Dari kemarin heboh bgt masalah SMDR yg bagi dividen kecil sekali. Padahal keuntungan gede bgt. Saya tidak punya SMDR (ketinggalan kereta. dulu pertengahan 2021 pernah baca biaya container dunia akan naik, tapi kalah fokus dengan batu bara  😂. ya sudah, belum rejeki saya ). Gara2 itu kemarin ARB. Hari ini ARB lagi. 
Sebetulnya, bila perusahaan punya keuntungan banyak, apakah sebaiknya dibagikan sebagai dividen? Apa efek pembagian dividen pada nilai perusahaan? Pada keadaan apa pembagian dividen akan meningkatkan nilai perusahaan, dan pada keadaan apa pembagian dividen justru akan menurunkan nilai perusahaan? Mungkin dari sini kita bisa memahami kenapa manajemen SMDR memilih utk bagi dividen sedikit saja.
BTW perhatikan saya menggunakan istilah 'nilai perusahaan'. Nilai perusahaan beda dengan harga saham. Perusahaan yg nilainya tinggi bisa saja harga sahamnya rendah (undervalue. ini yg jadi kesempatan bagi kita). Atau sebaliknya perusahaan yg nilainya rendah harga sahamnya justru tinggi (sebagai contoh, lihat saja saham2 hasil pom2an).
Kalau begitu utk apa kita omongkan nilai perusahaan? Bukankah utk kita investor plankton yg penting adalah harga saham? Bagi yg menganut value investing, memang kalau jangka pendek antara nilai perusahaan dan harga saham biasanya nggak matching. Tapi pada jangka panjang selalu matching. Makanya beli saham yg undervalue. Karena pada jangka panjang, harga saham akan 'mengejar' nilai perusahaan yg tinggi itu , sehingga kita cuan.
Ngomongkan kebijakan dividen, harus berangkat dari yg namanya Modigliani-Miller Dividend Irrelevance theory. Sesuai namanya, teori ini mengatakan bahwa dividen itu tidak ada pengaruhnya utk nilai perusahaan. Mau Dividend Payout Ratio 0%, 10%, 100%, nggak ngaruh utk nilai perusahaan. Kok bisa begitu? Bukankah kalau dividend tinggi maka investor dapat duit, maka investopr senang? Begini. Kalau laba perusahaan nggak dibagikan sebagai dividen, duitnya ke mana? Kan ke perusahaan sendiri. Perusahaan milik siapa itu? Kan milik pemegang saham. Jadi mau duitnya diberikan pada pemegang saham, atau disimpan di perusahaan milik pemegang saham, ya sama saja. Ibarat duit masuk kantong kiri atau kantong kanan. Jadi nggak ngaruh mau dividen berapa saja.
Tapi kenyataannya di lapangan tentu tidak seperti itu. Salah satu data yang selalu dilihat investor sebelum memutuskan utk beli suatu saham adalah dividend yield. Dan memang teori di atas bukan utk langsung diterapkan di lapangan. Itu karena yg namanya teori, itu berlaku hanya pada keadaan ideal. Sementara keadaan di lapangan tentu jauh dari ideal. Karena di lapangan keadaan tidak ideal, maka dividend menjadi berpengaruh pada nilai perusahaan. Apa saja keadaan yg tidak ideal itu?
1. Agency problem (BTW, nggak usah terlalu pusing dengan istilahnya)
Di keadaan ideal, manajemen perusahaan bekerja sepenuh hati utk kepentingan pemilik perusahaan (ya kita2 ini sebagai pemilik saham). Di keadaan nyata, ya nggak mungkin. Manajemen itu kalau banyak uang perusahaan nganggur, maunya dipakai utk naikin gaji dia, beli mobil perusahaan, buat tunjangan macam2, invest sana-sini yg gak jelas, dll. Bagaimana caranya agar tidak terlalu banyak uang nganggur? Salah satunya dengan bagi dividen. Kalau dividen tinggi, tidak banyak yg tersisa utk manajemen sehingga dipakai aneh2. Berarti dividen itu efeknya positif utk nilai perusahaan.
Sekarang kita lihat saja selama ini GCG SMDR bagus atau tidak? Manajemen pernah terlibat kasus nggak? Pernah ada investasi yg nggak jelas? Rutin bagi dividen? (Rutin bagi dividen mengindikasikan manajemen perhatian dengan investor, berarti GCG bagus). Kalau GCG bagus, nggak masalah pegang uang banyak. Berarti nggak masalah dividen kecil.
2. Pecking order theory (sekali lagi, nggak usah perhatikan istilahnya)
Di keadaan ideal, setiap saat perusahaan perlu modal utk proyek yg bagus, pasti bisa dapat dengan gampang. Bank otomatis kasih pinjaman karena lihat proyek bagus. Jual saham otomatis banyak yg beli karena investor tahu ini utk proyek bagus. Di keadaan nyata tidak seperti itu. Mau pinjam bank ribet dulu. Gmn meyakinkan bank bahwa perusahaan sehat, ini utk proyek bagus, sehingga pasti bisa bayar cicilan? Bunga juga belum pasti, mana sekarang gelagatnya bunga bakal naik. Jual saham apalagi, banyak ketidakpastian. Belum kalau nanti ada yg tebar fear. Lagipula, kalau banyak proyek bagus ngapain jual saham yg akan buat kepemilikan terdilusi. Kalau yakin perusahaan prospeknya bagus, ya kepemilikan jangan di bagi2 ke org lain.
Lain cerita kalau perusahaan sudah mature, pasar sudah mentok tidak bisa diperluas lagi, proyek sudah terambil semua. Pada kasus ini perusahaan sudah tidak memerlukan tambahan modal. Berarti kalau ada duit, ya sebaiknya dibagikan sebagai dividen agar tidak menganggur di kas perusahaan.
Sekarang kita lihat saja SMDR memang lagi butuh modal banyak nggak? Katanya perlu beli kapal lagi, karena kebutuhan transportasi laut akan meningkat sampai ber tahun2 ke depan. Kalau betul begitu, ya memang lebih baik dimodalin secara internal, bukan dari hutang. Mau modal internal, ya berarti duitnya jangan dibagikan sebagai dividen.
3. Signaling Theory (abaikan saja istilahnya)
Di keadaan ideal, investor saham  (outsider) tahu dengan jelas keadaan perusahaan bgmn, sama seperti manajemen (insider). Sebab memang kewajiban manajemen utk menyediakan informasi melalui LK dan Pubex. Di keadaan nyata tidak seperti itu. Namanya insider pasti tahu lebih banyak daripada outsider. Karena itu outsider kadang2 ragu apa benar perusahaan betul2 bagus. Nggak taunya ternyata jelek. Harga saham nggak naik2 karena investor ragu. Karena itu manajemen harus memberi signal ke investor bahwa perusahaan memang bagus. Salah satu bentuk signal adalah dari LK dan Pubex. Tapi LK dan Pubex bisa dipercantik. Yg jelek bisa keliharan bagus. Signalnya menjadi istilahnya 'tidak kredibel'. Signal yg kredibel adalah signal yg sulit dipalsukan. Contohnya dividen. Manajemen memberikan signal bahwa perusahaan bagus dengan cara memberikan dividen yg tinggi. Ini sulit dipalsukan. Kalau perusahaan aslinya rugi, duit dari mana utk bagi dividen? Signal melalui dividen adalah signal yg kredibel, sehingga lebih dipercaya.
Sekarang kita lihat saja, apa perlu SMDR memberikan signal bahwa perusahaan lagi bagus? Kalau dilihat dari narasi bahwa saat ini permintaan angkutan laut jauh melebihi supply nya, harga naik terus, exportir banyak kesulitan kirim barang, dll mestinya sudah jelas bahwa bisnis SMDR sedang bagus. Tidak perlu signaling dari manajemen. 
Masih ada bbrp poin lagi, tapi 3 ini yg paling utama. Dari sini kelihatannya memang keputusan bahwa dividen SMDR cuma sedikit sudah tepat. Tapi saya senang ada kasus ini. kalau harganya terus turun, mungkin saya juga mau beli 😆   
Tapi kalau dilihat dunia mau resesi, apa demand akan transportasi laut nanti tidak turun?
Disclaimer: bukan ajakan untuk membeli atau menjual, hanya sebagai bahan diskusi. Saya tidak (belum) punya SMDR sehingga tidak mengikuti info2 SMDR dengan teliti. Sehingga yg saya tulis di atas mungkin tidak akurat.
Tag: [%Qxsp%] [%TrWZ%] [%iVNr%] [%sWPk%] [%nEav%]";;
"[%FBdp%] yakin ini gamau pada ngeramein cum date tanggal 4 lohh
[%HHGY%][%WlAW%][%KhJd%]";;
"[%fqXn%] transaksi terkecil sepanjang sejarah ihsg semenjak lonjakan jumlah SID semenjak era awal covid. Ritel sekarang cukup cerdas lah,  di market sulit seperti ini lebih wise untuk save cash dulu. Selain itu, mungkin efek domino dari kebijakan yang suka tutup sana tutup sini yang membuat ritel tambah cerdas menghadapi gejolak di market yang sulit ini. Kami ucapkan terima kasih kepada otoritas yang membuat kami cerdas dalam mengambil keputusan. 
waktunya liburan dulu sambil nunggu momentum koreksi ihsg selanjutnya
random tag [%rHKT%] [%LKMj%] [%NKgK%] [%damc%]";;
"[%CQgk%] menarik untuk scalping dengan asumsi pergerakan di rate 378-380 . 
Target closenya berpotensi DOJI dengan Totlal gain senilai 3,90%-5% 
SLnya sendiri breakdown di area 378 . 
Sejauh ini jikalau di lihat dari sudut pandang teknikal , saham ini ada sedikit rejection di area fibonaccinya di angka 378-380 yang di tahan oleh support trendlinenya yang mana juga di tahan oleh support fibonacci di rate 23,80% . 
NOTE : Saham ini masih masuk dalam kategori highrisk dan masih akan cenderung sangat berfluatuaktif . 
Rekap trade happy cuan untuk kalian semua 
1.TOWR : +7-25% 
2.ARTO : 2-5% 
Sisanya onhold 
SMDR SUDAH KELUAR! 
Terimakasih atas partisipasinya ilove you guys .
Monggo bergabung bersama kami dengan cara klik link berikut : [%cQWH%] (100% Gratis trading plan harian rasa premium silahkan klik link di bio atau di atas)
Bagi yang ingin mentraktir mimin segelas expresso bisa langsung memberikan mimin ti[%hVjh%] a .
[%Imyf%] [%RwdO%] [%lfBh%] [%qRzR%]";;
"[%ICxK%] 
bener bener ga di kasih di 7200 padahal mau all in";;
[%jbYK%] [%yExF%] [%IYjt%] udh selesai ka distribusi nya ? Apa prank ?? 🤔;;
"Bagi kamu yang punya start-up tapi merasa sulit untuk mendapat sumber daya yang berkualitas dan susah untuk mengembangkan bisnis, sini kumpul😁
Kementerian Komunikasi dan Informatika melalui Start-Up Studio Indonesia (SSI) hadir untuk memberikan solusi yang dibutuhkan oleh kamu yang punya start-up🤩
Penasaran kan seperti apa? yuk langsung swipe ke kanan 👉
Jangan lupa ikuti akun Stockbit kami di [%Xjha%] serta Instagram kami di [%eLvO%].id atau klik link berikut: [%Limt%] untuk mengetahui informasi dan perkembangan terbaru dari [%lgcD%] 😉 
EmpowringDigitalEconomy #StartUp #StartUpDigital #StartUpDigitalIndonesia #StartUpIndonesia #BisnisStartUp #StartUpBusiness #IndonesianStartUp #StartUpStudioIndonesia #Bisnis #BisnisIndonesia #IndonesiaBusiness #Pengusaha #BusinessWoman #BusinessMan #BisnisDigital #Kominfo #KementerianKomunikasidanInformatika #Pendanaan #KeluargaYELO #YELO #Indonesia
[%UMpP%] [%wKFI%] [%RvlL%] [%yUbd%]";;
"PANTAUAN KEMARIN Berhasil Cuan Ya.. 
[%RhrC%] 6.90% 🔥
[%HNEX%] +3.23%
ENAK +2.51%
WINR +2.50%
BAPA +1.02%
[AKSES REKOM TERBAIK DI BIO.. 😁 ]
Analisa kembali, bukan ajakan membeli dan hanya opini, High, disc on
[%iNpA%] [%EPmd%] [%pzVs%]";;
[%AJad%];;
"[%bPnY%] [%PlvG%] [%lHWg%] [%ykiM%] [%iUBk%]
Screening saham =&gt; harmonic pattern,TF:Hourly.
=====  Appearance in stock =========
Date/Time                      Stock    Volume                   
30/06/2022 09:00:00   AKRA   9555400
30/06/2022 09:00:00   AUTO    681400
30/06/2022 10:00:00   AUTO    526300
30/06/2022 11:00:00   AUTO     31500
30/06/2022 09:00:00   BBCA  24638700
30/06/2022 09:00:00   BBTN   1063000
30/06/2022 09:00:00   BDMN    274100
30/06/2022 09:00:00   BRIS   1721000
30/06/2022 09:00:00   CASS     48400
30/06/2022 10:00:00   CTRA   2002300
30/06/2022 11:00:00   CTRA    927500
30/06/2022 09:00:00   DILD   4350200
30/06/2022 09:00:00   DOID  17906100
30/06/2022 09:00:00   INDY   6533600
 
============================== 
Back &gt;&gt; /HOURLY --- Disclaimer On ---";;
"[%aWab%] sedang di samarin yg membuat hijau itu karena Blue Chip/Market Capt besar yg di up jadi kontribusi points% banyak, seperti [%QzAS%] [%fjzY%] dll yg harga sahamnya jumbo
yg turun banyak rata"" 3-6% dengan market capt menengah-kecil.
bila sudah selesai siap"" giliran bluechip yg berguguran😂biar ga kaget seperti crash covid";;
ayo TP, asing lg jualan di atas. ntar closing di tarik ke bawah lagi [%XfUc%];;
Untuk Pemula kalau mau aman dan Cuan pilih [%eCQM%] aja;;
"[BERITA IPO 30 JUNI 2022]
PT Bangun Karya Perkasa Jaya Tbk (KRYA) bersiap menggelar penawaran umum perdana saham atau initial public offering (IPO) sebanyak-banyaknya 325 juta saham baru dengan nilai nominal Rp 25 per saham. Jumlah saham itu setara 20% dari jumlah modal ditempatkan dan disetor penuh setelah IPO.
Perseroan membuka harga penawaran di kisaran Rp 120-130 per saham sehingga jumlah dana yang bisa diraih dari aksi ini mencapai Rp 42,25 miliar.
[AKSES REKOM TERBAIK DI BIO YA..💎] 
Analisa kembali, bukan ajakan membeli dan hanya opini disc on
[%sWDh%] [%sLRP%] [%WqFz%] [%NbjP%] [%MxHL%]";;
"Di Prospektus ReksaDana saja, pasti selalu ada *disclaimer : kinerja masa lalu tidak mencerminkan kinerja masa depan.
Nggak pentinglah [%DjFo%] ke berapa...
Yang penting 'pas' switching dalam pemilihan saham dan timing nya... 
Selama dua dekade ini hanya [%YDRI%] yang in-line performa harga sahamnya.
[%lLox%] nggak, [%VgFg%] apalagi ! (dulu sempat jadi bluechips nya sektor coal)
[%WryG%] nih yang bobot-nya gede, apakah bisa bikin IHSG naik ke depan? Atau malah jadi PENGHAMBAT UTAMA  😂  😂  😂";;
"PANTAUAN IRONMAN SUKSES CUAN
[%pZhx%] +2.53%
[%ijff%] +9.60% 🔥
[AKSES REKOM TERBAIK DI BIO  😁 ]
Analisa kembali, bukan ajakan membeli dan hanya opini, High, disc on
[%SSsh%] [%owuI%] [%ZRTs%]";;
[%rfrE%] Intisari [%NRCc%] itu ya hanya [%OsWI%] saja. Saham lain sekedar aksesoris.;;
[%fHNC%] my godzillaaaa;;
[%unRk%] [%sTQU%] nunggu dividen aj lah ya.. Lelah averaging terus;;
[%OJKO%];;
"[%DBtp%] ternyata investasi itu simpel banget, karena itu gejolak harga di market seharusnya bisa diabaikan, dan tinggal sabar menunggu panen.. seperti kata LKH ""buy in bad time &amp; sell in good time"" :money_mouth::money_mouth: Sedikit mengenang salah satu porto favorit saya, PNLF.. si ""Value Trap"" yang memberikan return cukup memuaskan bagi saya.. sayangnya lepas kecepatan di kisaran 350 - 400.. tapi ya sudah lah.. seperti pak LKH bercerita dalam podcast Pak Hermanto Tanoko ""menjadi seorang investor itu isinya kecewa terus pak.. harga saham naik, kecewa karena belinya belum banyak.. harga saham dijual, ternyata naik lebih tinggi lagi, kecewa lagi.."" :laughing::laughing: [%duwi%] [%fqHT%] [%NqlP%] [%GxCl%]";;
MNCS Daily Scope Wave 30 Juni 2022IHSG kembali ditutup terkoreksi, kali ini terkoreksi 0,8% ke level 6,942 dan masih didominasi oleh tekanan jual. Apabila IHSG break dari level support terdekatnya di 6,920, maka IHSG akan menguji rentang area 6,786-6,860 untuk membentuk wave [b] pada label hitam. N...;;
"Kalian yang nyinyirin dia aja yang pada pesimis. Sebenernya beneran bisa kok. Misal modal 2jt, trading ekh loss, trading lagi ekh loss. Lalu withdraw lah uang tersebut. Beli lah tang sama lingis. Udah bisa buka Ruko, buka Bank, Buka Minimarket. Hasilnya jualin deh, kumpulin terus sampe 2M deposit lagi di akun sekuritas.
[%hCWC%] [%nUyd%] [%GLoz%]";;
"[%YKig%] kuatkah asing menembus dinding 72??bila sanggup jebol 72,,maka menuju 100 terbuka lebar,,kemarin asing akum 90M.
[%ohez%],[%RjUI%],[%UBcA%]";;
"30/06/2022
analisa [%lcpa%] ,
stiap bulan Juli selama 5 tahun hijau,
kecuali Juli 2021 -0.91
bisa tahan sampai agust kalo mau
beli di support hori 7250, atau sekarang
target Resitance 7625 (5% an)
target Ter atas ada di 8150 an, kalo mau sabar ya itu juga
tolong analisa lagi
disc on !";;
[%DkyF%] saatnya rebound yok...;;
"[%vSAe%] 4 saham pilihan menu trading hari ini [%OEiz%] [%KYWV%] [%CPYy%] [%qnfv%]
[%AxlB%]";;
[%RzwP%] thanks [%QuOJ%] 🥰 [%Lqsw%] [%NoDu%];;
"[%tBUP%] - tengah uji critical support 7250. Stochastic RSI bergerak di oversold area. Selama pelemahan terjaga di atas support tersebut, potensi rebound. Sebaliknya, jika breaklow support, waspadai adanya potensi pelemahan lanjutan (wait and see). 
Entry : &gt;7250
Stop-loss : &lt;7175
Target : 7650
Resistance : 7650
Pivot : 7400
Support : 7250
 [%MQNf%] [%UwTK%] [%iHbE%] [%KbKn%] 
By PHINTRACO SEKURITAS | Research
- Disclaimer On -";;
"[%KCoo%] awas kena prank lagi.
Kemarin seharian ijo. pas closing merah.
mending cuan bungkus.";;
"Udah ah, bosen ngomongin [%sgoA%] mulu. Kek gada saham lain aja.
RANDOM tag: [%iEGy%] [%aFGs%] [%lszW%] [%MwST%]";;
"[%DrMp%] support kuat... saatnya to the moon
[%sTZA%] [%XRSl%] [%xYLS%] [%cxbP%]";;
"PANTAUAN FASTTRADE 30 Juni 2022
[%WBSy%]
[%RkEa%]
CASH
[Akses Rekom Terbaik LINK DI BIO..💎] 
Pagi ini berpotensi, Semoga Cuan
Analisa kembali, bukan ajakan membeli dan hanya opini disc on
[%WdaA%] [%yKnK%] [%adyY%]";;
"Selamat pagi, 
Pergerakan [%lqqk%] (29/06) ditutup pada zona hijau dilevel 1610. Berdasarkan indicator rsi Harga sudah berada pada oversold dimana Akan cenderung untuk reversal. Untuk range pergerakan di level 1470 - 1680
	
	
Klik follow untuk mengikuti informasi setiap harinya. 
[%YdBu%] [%XFac%] [%ZLxY%] [%Yjbb%]";;
[%KeGH%] cara pandangnya jgn bgt mas. hrg saham berbanding terbalik dg nilai aset. [%MZvP%] pernah ss di th 2017 jd lembar sahamnya membengkak 2000% tp hrg sahamnya malah naik ribuan persen padahal mestinya kl dipecah hrg nya mesti turun kaya [%VNdO%] dari 35 rb di ss 1:5 jd 7 ribuan. kl [%HBem%] setahu saya belum melakukan ss.;;
"LABA NAIK 300%
REVENUE NAIK 100%
HARGA SAHAM NAIK YoY &gt;1000%
MASIHKAH ADA KESEMPATAN UNTUK MASUK?
MASIHKAN MURAH?
BERIKUT PERHITUNGAN HARGA WAJAR SAHAMNYA :
[%urma%]
RANDOM TAG :
[%UoFG%] [%NvNY%] [%HVkd%] [%tvxe%] [%PExB%]";;
"apakah mungkin [%Tfrd%] ke 6800, [%ZBQU%] ke 4000, dan [%vMvR%] ke 7375 ? 
Enak banget antri disana 🙏
[%lNUM%] [%KnKe%] [%VXqc%]";;
"Adapun beberapa saham yang bisa dicermati menurut rekomendasi MNC Sekuritas adalah sebagai berikut
[%WMzg%] - Buy on Weakness (2.550)
Pada perdagangan kemarin (29/6), EXCL ditutup terkoreksi 3 persen ke level 2.550, koreksi EXCL tertahan oleh level MA20-nya. Tim Analis MNC Sekuritas memperkirakan, selama EXCL masih mampu bergerak di atas 2.230 sebagai support-nya, maka posisi EXCL saat ini sedang membentuk akhir dari wave [b]. Hal tersebut berarti, koreksi dari EXCL dapat dimanfaatkan untuk BoW.
Buy on Weakness: 1.820–1.900
Target Price: 2.720, 2.940
Stoploss: below 2.230
[%TrXi%] - Buy on Weakness (9.450)
ICBP ditutup terkoreksi 0,5 persen ke level 9.450 pada perdagangan kemarin (29/6). Tim Analis MNC Sekuritas memperkirakan, posisi ICBP saat ini sudah berada di akhir wave [iii] dari wave C, sehingga ICBP rentan terkoreksi untuk membentuk wave [iv]. Manfaatkan koreksi tersebut untuk melakukan BoW.
Buy on Weakness: 9.075–9.375
Target Price: 9.800, 10.000
Stoploss: below 8.950
[%XYdW%] - Spec Buy (1.525)
Menutup perdagangan kemarin (29/6), TINS ditutup menguat 2,7 persen ke level 1.525 diiringi dengan munculnya tekanan beli. Selama TINS tidak terkoreksi ke bawah 1,425 sebagai level support-nya, maka posisi TINS saat ini sedang berada di awal wave C dan TINS berpeluang melanjutkan penguatannya.
Spec Buy: 1.480–1,520
Target Price: 1.580, 1.750
Stoploss: below 1.425
[%vrbn%] - Sell on Strength (7,275)
BBCA ditutup terkoreksi 0,3 persen ke level 7.275 pada perdagangan kemarin (29/6). Kami memperkirakan, posisi BBCA saat ini sedang berada pada bagian dari wave (y) dari wave [y] dari wave Y pada fase downtrendnya. Hal tersebut berarti, BBCA masih rawan melanjutkan koreksinya, terlebih bila break level support 7.250 yang akan mengarah ke rentang 7.000–7.125. 
Sell on Strength: 7.300–7.400";;
"emang blom tau kalo 17 taon [%ErZu%] ga pernah bagi devident? dan baru tahun ini kasih devident ? itu pun harga saham nya hancur...jgn kan 20 taon...5 tahun saja capital gain nya minus wkwkwk
yang pasti di saham adalah ketidakpastian tunggu saja ketika buble [%gjIp%] mletus";;
"[%MzRL%] bakal ARA [%Llms%].
[%IEgI%],[%maFk%],[%JEDW%],[%Ctzn%]";;
[%DjEJ%] [%WbKr%] yg udah jelas2 kartu atmnya ada didompetmu kenapa milih [%vaFA%] [%cWjP%] ? 😨;;
"SEMUA SAHAM DI IHSG ADALAH SAHAM SIKLIKAL KECUALI..🤔🤔🤔
Hal yg terkadang masih membuat saya tertawa dengan mindset investor adalah istilah saham siklikal yg cenderung melekat pada emiten coal, seolah2 saham lainnya tidak siklikal, padahal semua saham dibursa ihsg adalah saham siklikal.
Apa sebenarnya perusahaan atau saham siklikal tersebut? Saham siklikal adalah saham yang harganya dipengaruhi oleh makro ekonomi atau perubahan sistematis dalam perekonomian secara keseluruhan. Saham siklikal harganya akan mengikuti siklus ekonomi saat ekspansi, puncak, resesi, dan pemulihan.
Artinya saham yg pergerakan harganya cenderung dipengaruhi oleh siklus ekonomi dalam skala besar, bisa secara global, atau hanya sekedar skala nasional. PERTANYAANNYA, apakah ada saham dibursa ini yg tidak dipengaruhi oleh hal tsb?
TIDAK ADA...!! alasannya, Saham = Bisnis = Duit
Jangan berbicara siklus seolah2 dunia punya musim tertentu yg mana kebutuhan akan menurun pada saat tidak musimnya..
Apakah anda pernah menyaksikan musim dunia kurang butuh listrik?
Apakah anda pernah menyaksikan musim dunia kurang butuh properti?
Apakah anda pernah menyaksikan musim dunia kurang butuh makanan?
Apakah anda pernah menyaksikan musim dunia kurang butuh transportasi &amp; logistik?
Apakah anda pernah menyaksikan musim dunia kurang butuh teknologi dll?
Padahal semua kebutuhan itu dipengaruhi oleh 2 hal, yaitu Jumlah manusia &amp; DUITnya... selama manusia &amp; duitnya banyak, maka kebutuhan menjadi banyak, begitu pun sebaliknya. pertanyaannya, apakah ada musim jumlah Manusia &amp; DUIT semakin berkurang atau bertambah?
Bisnis apapun ketika ekonomi lesu, maka pendapatannya pasti lesu, begitu pun sebaliknya, ketika putaran uang menjadi kuat krn ada salah 1 atau lebih sektor yg sedang menguat, maka hal tsb akan mempengaruhi yg lainnya, khususnya disektor Energi, krn sektor itulah yg menjadi Ring No.1 penggerak Roda ekonomi secara global, terutama diindonesia yg memang merupakan negara penghasil komoditas energi terbesar di dunia.
Batubara menguat, maka semua sektor kena imbasnya, lihat saja saat ini rata2 semua emiten di ihsg meningkat pendapatannya, meskipun kita baru2 saja mengalami yg namamya pandemi. krn batubara adalah penyumbang cuan terbesar di negara kita. Begitu ada Banyak duit yg mengalir dari sektor tsb, maka yg lain bakal kena dampak positifnya.
Hal tsb berlaku juga untuk semua sektor lainnya yg saling berkaitan, baik secara langsung atau tidak langsung. Jadi kesimpulannya sudah jelas, semua saham siklikal krn dipengaruhi oleh jumlah Manusia &amp; Duitnya..
Jadi kalau anda mencari saham yg tidak siklikal, jawabannya hanya ada 1, saham yg sudah Delisting krn bangkrut. Mau ekonomi kuat/melemah, tidak akan berpengaruh apapun terhadap saham tsb.
[%ITev%] [%GOJm%] [%ZljV%] [%mjbs%] [%LZMx%]
😎Salam NEW FUNDAMENTAL😎🔥🚀
Tutorial Numpang [%ELjJ%] Sambil Rebahan Hanya ada di [%xRQt%] 🚀🔥
✅FOUNDER Of NEW FUNDAMENTAL😎
Cari tahu tentang New Fundamental disini
[%Cpvn%]
[%psyi%]
NOTE : Metode analisis NEW FUNDAMENTAL bukanlah metode analisa untuk Beli PAGI jual SORE = CUAN❎, tapi lebih ke arah MEMAKSIMALKAN cuan serta MEMINIMALISIR resiko dan memanfaatkan PELUANG yg tidak dapat dianalisa hanya dengan salah 1 metode analisa2 terdahulu✅";;
"[%tCCw%] [%wvIo%] nih contoh yg mature
[%Comj%]  nih yg siklikal
[%gHNB%] [%AUIO%] noh yg grow.. 
CMIIW";;
"🔥🔥DIVIDEN SMDR HANYA 50 PERAK, HOLD ATAU LEPAS?🔥🔥
just REPOST agar kalian semua memahami, betapa pentingnya sebuah kata""nyaman"" 🙏
Jangan ketika kalian GAGAL cuan, demi mencari pembenaran, kalian melemparkan kesalahan tsb kepada orang lain, seolah2 keputusan berada ditangan orang lain, padahal tombol buy or sell masih berada di jempol masing2.🙏
Sungguh sebuah pertanyaan yg berat untuk saya jawab ketika ada puluhan DM yg masuk, menanyakan hal yg sama tentang SMDR...
Saya hanya bisa beri jawaban simple..
Ketika kalian tidak nyaman dengan investasi tsb, saran saya mending di lepas saja...Pilihlah emiten yg membuat kalian nyaman..Jangan yg bikin kalian gelisah.. 
Jika nyaman dengan BBCA meskipun dividennya masih besar dividen koperasi desa, maka pilihlah bbca
Jika nyaman dengan INDY meskipun sering lupa bagi dividen, maka pilihlah indy.. atau HRUM yg dividennya tak pernah seharum namanya.
Jika nyaman dengan GOTO BUKA maka pilihlah mereka, meskipun kita semua tahu, sampai dunia kiamat mereka tidak akan pernah bisa mencetak laba untuk investornya..
Atau jika tidak ada satupun yg bikin nyaman di [%VLGJ%] , sebaiknya berhenti berinvestasi.. mungkin dengan BERHENTI berinvestasi bikin kalian nyaman..
krn hidup bukan sekedar untuk cari cuan, tapi hidup untuk kenyamanan, ketenangan, &amp; kebahagiaan..🙏
[%vJxD%] [%wIgO%] [%dbdZ%] [%zSWL%]";;
"[%KYfe%]
wah...
info dari intelejen telor indomie....
Drama pembantaian, banting nge banting berakhir...
Akan kah...?!?!?
[%VIvH%]
[%CRYz%]
[%bgMp%]
[%rQWn%]";;
"[%WWVy%] [%vwTH%] [%JKrK%] [%VGQH%] [%lXLD%]
Pro dan kontra sedang terjadi di saham batubara dan cyclical (seperti SDMR ISSP), banyak investor takut ketinggalan rally dari efek supply crisis dan energy crisis. Padahal ada ratusan saham lebih dengan Fundamental solid di sertai risk reward menarik.
Ini advice simple bagi para investor saham cyclical jangan pernah beli pas lagi di puncak puncaknya euphoria, wajibnya beli dimana mereka di hina dan di caci maki dengan issue yang merugikan emiten tersebut.
Coal company dulu di hina ESG old economy ga ada prospect itu saatnya masuk, jangan masuk pas udah keluar berita indah tentang coal terus jadi greedy dan mengambil investasi sizing besar karena mikirnya cuan multibagger.
Dunia sahampun mempunyai musim jangan pas lagi musim dingin kita tanam bibit tanaman musim panas. 
Semoga banyak investor lebih berhati-hati kedepan dan berpikir sejenak sebelum mengklik tombol BUY.
Happy Investing";;
